#	"Date Time, GMT-04:00"	"HighRange"	"temp"
1	6/7/2023 11:50	31411.8	17.67
2	6/7/2023 12:00	31257.1	17.41
3	6/7/2023 12:10	31229.5	17.56
4	6/7/2023 12:20	31195	17.56
5	6/7/2023 12:30	31220.3	17.58
6	6/7/2023 12:40	31245.6	17.84
7	6/7/2023 12:50	31347	18.05
8	6/7/2023 13:00	31330.8	18.04
9	6/7/2023 13:10	31462.9	18.43
10	6/7/2023 13:20	31460.6	18.53
11	6/7/2023 13:30	31404.9	18.38
12	6/7/2023 13:40	31395.6	18.25
13	6/7/2023 13:50	31358.6	18.23
14	6/7/2023 14:00	31360.9	18.24
15	6/7/2023 14:10	31370.1	18.28
16	6/7/2023 14:20	31384	18.29
17	6/7/2023 14:30	31349.3	18.4
18	6/7/2023 14:40	31365.5	18.37
19	6/7/2023 14:50	31400.2	18.3
20	6/7/2023 15:00	31488.5	18.47
21	6/7/2023 15:10	31395.6	18.38
22	6/7/2023 15:20	31458.3	18.49
23	6/7/2023 15:30	31404.9	18.43
24	6/7/2023 15:40	31425.7	18.76
25	6/7/2023 15:50	31379.4	18.88
26	6/7/2023 16:00	31298.5	18.77
27	6/7/2023 16:10	31377.1	18.88
28	6/7/2023 16:20	31372.4	18.9
29	6/7/2023 16:30	31474.5	19.16
30	6/7/2023 16:40	31340.1	18.96
31	6/7/2023 16:50	31333.1	19.12
32	6/7/2023 17:00	31241	19.17
33	6/7/2023 17:10	31144.6	19.06
34	6/7/2023 17:20	31007.8	18.93
35	6/7/2023 17:30	31078.4	19.02
36	6/7/2023 17:40	30944.2	18.87
37	6/7/2023 17:50	30844.8	18.77
38	6/7/2023 18:00	31003.2	18.96
39	6/7/2023 18:10	31019.1	19.05
40	6/7/2023 18:20	31039.6	19.09
41	6/7/2023 18:30	30935.2	18.91
42	6/7/2023 18:40	30951	19
43	6/7/2023 18:50	31039.6	19.07
44	6/7/2023 19:00	31101.2	19.14
45	6/7/2023 19:10	31110.3	19.15
46	6/7/2023 19:20	31149.2	19.2
47	6/7/2023 19:30	31098.9	19.02
48	6/7/2023 19:40	31051	18.95
49	6/7/2023 19:50	31146.9	19.04
50	6/7/2023 20:00	31108	19
51	6/7/2023 20:10	31073.8	18.88
52	6/7/2023 20:20	31069.2	18.72
53	6/7/2023 20:30	31078.4	18.61
54	6/7/2023 20:40	31080.6	18.57
55	6/7/2023 20:50	31094.3	18.42
56	6/7/2023 21:00	31103.5	18.4
57	6/7/2023 21:10	31167.5	18.33
58	6/7/2023 21:20	31206.5	18.06
59	6/7/2023 21:30	31222.6	17.91
60	6/7/2023 21:40	31222.6	17.58
61	6/7/2023 21:50	31201.9	17.63
62	6/7/2023 22:00	31179	17.43
63	6/7/2023 22:10	31162.9	17.5
64	6/7/2023 22:20	31158.4	17.48
65	6/7/2023 22:30	31162.9	17.38
66	6/7/2023 22:40	31179	17.44
67	6/7/2023 22:50	31153.8	17.27
68	6/7/2023 23:00	31142.3	17.18
69	6/7/2023 23:10	31153.8	17.2
70	6/7/2023 23:20	31156.1	17.22
71	6/7/2023 23:30	31110.3	17.08
72	6/7/2023 23:40	31130.9	17.1
73	6/7/2023 23:50	31096.6	17.12
74	6/8/2023 0:00	31114.9	17.08
75	6/8/2023 0:10	31126.3	17.08
76	6/8/2023 0:20	31101.2	17.09
77	6/8/2023 0:30	31108	17.03
78	6/8/2023 0:40	31089.8	16.95
79	6/8/2023 0:50	31098.9	16.96
80	6/8/2023 1:00	31085.2	16.96
81	6/8/2023 1:10	31087.5	16.99
82	6/8/2023 1:20	31076.1	16.98
83	6/8/2023 1:30	31094.3	17.04
84	6/8/2023 1:40	31103.5	17.08
85	6/8/2023 1:50	31112.6	17.14
86	6/8/2023 2:00	31110.3	17.07
87	6/8/2023 2:10	31114.9	17.08
88	6/8/2023 2:20	31096.6	17.05
89	6/8/2023 2:30	31156.1	17.13
90	6/8/2023 2:40	31112.6	17.13
91	6/8/2023 2:50	31087.5	17.24
92	6/8/2023 3:00	31121.7	17.19
93	6/8/2023 3:10	31089.8	17.27
94	6/8/2023 3:20	31110.3	17.33
95	6/8/2023 3:30	31057.8	17.33
96	6/8/2023 3:40	31041.9	17.34
97	6/8/2023 3:50	31001	17.34
98	6/8/2023 4:00	30889.9	17.23
99	6/8/2023 4:10	30867.3	17.42
100	6/8/2023 4:20	30887.7	17.39
101	6/8/2023 4:30	30874.1	17.5
102	6/8/2023 4:40	30847	17.39
103	6/8/2023 4:50	30835.8	17.46
104	6/8/2023 5:00	30815.5	17.48
105	6/8/2023 5:10	30781.8	17.33
106	6/8/2023 5:20	30781.8	17.38
107	6/8/2023 5:30	30804.2	17.46
108	6/8/2023 5:40	30790.8	17.44
109	6/8/2023 5:50	30656.3	17.33
110	6/8/2023 6:00	30634	17.27
111	6/8/2023 6:10	30576	17.22
112	6/8/2023 6:20	30564.9	17.22
113	6/8/2023 6:30	30531.6	17.24
114	6/8/2023 6:40	30487.2	17.2
115	6/8/2023 6:50	30509.4	17.26
116	6/8/2023 7:00	30491.7	17.33
117	6/8/2023 7:10	30536	17.42
118	6/8/2023 7:20	30571.6	17.46
119	6/8/2023 7:30	30591.6	17.44
120	6/8/2023 7:40	30600.5	17.51
121	6/8/2023 7:50	30518.3	17.51
122	6/8/2023 8:00	30547.1	17.68
123	6/8/2023 8:10	30600.5	17.77
124	6/8/2023 8:20	30593.8	17.77
125	6/8/2023 8:30	30620.6	17.72
126	6/8/2023 8:40	30634	17.76
127	6/8/2023 8:50	30640.7	17.76
128	6/8/2023 9:00	30714.4	17.82
129	6/8/2023 9:10	30718.9	17.81
130	6/8/2023 9:20	30808.7	17.89
131	6/8/2023 9:30	30876.4	17.92
132	6/8/2023 9:40	30923.9	17.89
133	6/8/2023 9:50	30987.3	17.87
